"Test","p_value"
"Factor B",0.8547
"Factor B",0.2184
"Factor B",0.5461
"Factor B",0.1404
"Factor B",0.00680000000000003
"Factor B",0.8508
"Factor B",0.8532
"Factor B",0.2223
"Factor B",0.1197
"Factor B",0.9557
"Factor B",0.8562
"Factor B",0.6859
"Factor B",0.1321
"Factor B",0.8698
"Factor B",0.2596
"Factor B",0.6059
"Factor B",0.1667
"Factor B",0.1269
"Factor B",0.1851
"Factor B",0.9861
"Factor B",0.7294
"Factor B",0.3593
"Factor B",0.3608
"Factor B",0.1198
"Factor B",0.6275
"Factor B",0.1381
"Factor B",0.8179
"Factor B",0.5198
"Factor B",0.0928
"Factor B",0.4532
"Factor B",0.503
"Factor B",0.0931999999999999
"Factor B",0.1552
"Factor B",0.2835
"Factor B",0.3524
"Factor B",0.0477
"Factor B",0.3916
"Factor B",0.7435
"Factor B",0.2659
"Factor B",0.8479
"Factor B",0.9183
"Factor B",0.5701
"Factor B",0.5939
"Factor B",0.5269
"Factor B",0.7929
"Factor B",0.555
"Factor B",0.5485
"Factor B",0.0415
"Factor B",0.9073
"Factor B",0.9393
"Factor B",0.7014
"Factor B",0.1273
"Factor B",0.5883
"Factor B",0.0884
"Factor B",0.8128
"Factor B",0.2395
"Factor B",0.3964
"Factor B",0.0115
"Factor B",0.7452
"Factor B",0.0167
"Factor B",0.3577
"Factor B",0.3458
"Factor B",0.7774
"Factor B",0.3163
"Factor B",0.6584
"Factor B",0.0916
"Factor B",0.00970000000000004
"Factor B",0.0397
"Factor B",0.7667
"Factor B",0.3839
"Factor B",0.9498
"Factor B",0.9945
"Factor B",0.3487
"Factor B",0.6909
"Factor B",0.1722
"Factor B",0.9852
"Factor B",0.9034
"Factor B",0.3012
"Factor B",0.9284
"Factor B",0.867
"Factor B",0.1442
"Factor B",0.3734
"Factor B",0.9907
"Factor B",0.5221
"Factor B",0.8752
"Factor B",0.3868
"Factor B",0.1131
"Factor B",0.5095
"Factor B",0.5613
"Factor B",0.494
"Factor B",0.1321
"Factor B",0.9006
"Factor B",0.0109
"Factor B",0.098
"Factor B",0.1225
"Factor B",0.778
"Factor B",0.8582
"Factor B",0.0282
"Factor B",0.6952
"Factor B",0.2256
"Factor B",0.397
"Factor B",0.1981
"Factor B",0.3779
"Factor B",0.6757
"Factor B",0.7152
"Factor B",0.9843
"Factor B",0.7697
"Factor B",0.3674
"Factor B",0.1557
"Factor B",0.3943
"Factor B",0.2041
"Factor B",0.9334
"Factor B",0.6717
"Factor B",0.0366
"Factor B",0.7328
"Factor B",0.812
"Factor B",0.8611
"Factor B",0.4905
"Factor B",0.0653
"Factor B",0.7681
"Factor B",0.391
"Factor B",0.9204
"Factor B",0.4466
"Factor B",0.0362
"Factor B",0.5262
"Factor B",0.00429999999999997
"Factor B",0.7494
"Factor B",0.1707
"Factor B",0.846
"Factor B",0.1957
"Factor B",0.5875
"Factor B",0.1406
"Factor B",0.5752
"Factor B",0.1945
"Factor B",0.0582
"Factor B",0.0849
"Factor B",0.8454
"Factor B",0.7117
"Factor B",0.5074
"Factor B",0.1433
"Factor B",0.5676
"Factor B",0.7239
"Factor B",0.6158
"Factor B",0.4904
"Factor B",0.0843
"Factor B",0.7395
"Factor B",0.0322
"Factor B",0.8007
"Factor B",0.726
"Factor B",0.8304
"Factor B",0.8655
"Factor B",0.2422
"Factor B",0.8467
"Factor B",0.7824
"Factor B",0.4281
"Factor B",0.1772
"Factor B",0.3515
"Factor B",0.1542
"Factor B",0.5518
"Factor B",0.2254
"Factor B",0.6029
"Factor B",0.4966
"Factor B",0.0877
"Factor B",0.9439
"Factor B",0.8082
"Factor B",0.3921
"Factor B",0.3057
"Factor B",0.8093
"Factor B",0.2242
"Factor B",0.7995
"Factor B",0.4641
"Factor B",0.0517
"Factor B",0.7623
"Factor B",0.5651
"Factor B",0.2546
"Factor B",0.8995
"Factor B",0.3772
"Factor B",0.5516
"Factor B",0.8745
"Factor B",0.5333
"Factor B",0.6772
"Factor B",0.4616
"Factor B",0.515
"Factor B",0.264
"Factor B",0.7512
"Factor B",0.0382
"Factor B",0.3762
"Factor B",0.5646
"Factor B",0.3374
"Factor B",0.2355
"Factor B",0.2393
"Factor B",0.0634
"Factor B",0.5674
"Factor B",0.1411
"Factor B",0.5961
"Factor B",0.4173
"Factor B",0.0686
"Factor B",0.7329
"Factor B",0.7538
"Factor B",0.4425
"Factor B",0.466
"Factor B",0.4516
"Factor B",0.5836
"Factor B",0.1529
"Factor B",0.8364
"Factor B",0.7903
"Factor B",0.9808
"Factor B",0.1623
"Factor B",0.9285
"Factor B",0.6531
"Factor B",0.7007
"Factor B",0.1589
"Factor B",0.4183
"Factor B",0.5019
"Factor B",0.8833
"Factor B",0.5542
"Factor B",0.357
"Factor B",0.5086
"Factor B",0.1664
"Factor B",0.000900000000000012
"Factor B",0.9901
"Factor B",0.702
"Factor B",0.2994
"Factor B",0.901
"Factor B",0.4216
"Factor B",0.1056
"Factor B",0.5619
"Factor B",0.7212
"Factor B",0.5956
"Factor B",0.1744
"Factor B",0.1719
"Factor B",0.7195
"Factor B",0.6008
"Factor B",0.0453
"Factor B",0.653
"Factor B",0.8333
"Factor B",0.9094
"Factor B",0.4705
"Factor B",0.2668
"Factor B",0.9552
"Factor B",0.7607
"Factor B",0.7391
"Factor B",0.3605
"Factor B",0.2462
"Factor B",0.7753
"Factor B",0.422
"Factor B",0.8151
"Factor B",0.6471
"Factor B",0.6248
"Factor B",0.0164
"Factor B",0.6404
"Factor B",0.847
"Factor B",0.3994
"Factor B",0.9983
"Factor B",0.2473
"Factor B",0.9119
"Factor B",0.575
"Factor B",0.9208
"Factor B",0.5103
"Factor B",0.7086
"Factor B",0.8098
"Factor B",0.2756
"Factor B",0.9266
"Factor B",0.5844
"Factor B",0.2789
"Factor B",0.934
"Factor B",0.3888
"Factor B",0.3752
"Factor B",0.199
"Factor B",0.3956
"Factor B",0.2412
"Factor B",0.3978
"Factor B",0.6528
"Factor B",0.3652
"Factor B",0.9302
"Factor B",0.609
"Factor B",0.4996
"Factor B",0.3154
"Factor B",0.6297
"Factor B",0.4204
"Factor B",0.3816
"Factor B",0.603
"Factor B",0.293
"Factor B",0.2769
"Factor B",0.5204
"Factor B",0.7974
"Factor B",0.3384
"Factor B",0.2515
"Factor B",0.1604
"Factor B",0.4232
"Factor B",0.0939
"Factor B",0.6334
"Factor B",0.7406
"Factor B",0.4121
"Factor B",0.0448
"Factor B",0.4669
"Factor B",0.9206
"Factor B",0.9332
"Factor B",0.8759
"Factor B",0.2973
"Factor B",0.6368
"Factor B",0.09
"Factor B",0.2916
"Factor B",0.0505
"Factor B",0.2112
"Factor B",0.3237
"Factor B",0.7383
"Factor B",0.5754
"Factor B",0.5779
"Factor B",0.503
"Factor B",0.4489
"Factor B",0.405
"Factor B",0.5008
"Factor B",0.4805
"Factor B",0.1731
"Factor B",0.0163
"Factor B",0.9463
"Factor B",0.825
"Factor B",0.8512
"Factor B",0.258
"Factor B",0.3523
"Factor B",0.7649
"Factor B",0.8579
"Factor B",0.2865
"Factor B",0.2554
"Factor B",0.4303
"Factor B",0.9225
"Factor B",0.8964
"Factor B",0.0984
"Factor B",0.9922
"Factor B",0.5624
"Factor B",0.2829
"Factor B",0.2742
"Factor B",0.0692
"Factor B",0.0232
"Factor B",0.9258
"Factor B",0.45
"Factor B",0.7717
"Factor B",0.2047
"Factor B",0.3778
"Factor B",0.1381
"Factor B",0.8162
"Factor B",0.3527
"Factor B",0.5658
"Factor B",0.0602
"Factor B",0.6503
"Factor B",0.197
"Factor B",0.3169
"Factor B",0.9387
"Factor B",0.4317
"Factor B",0.8814
"Factor B",0.1267
"Factor B",0.6846
"Factor B",0.9141
"Factor B",0.7559
"Factor B",0.8245
"Factor B",0.7027
"Factor B",0.1358
"Factor B",0.7698
"Factor B",0.0841
"Factor B",0.9897
"Factor B",0.323
"Factor B",0.557
"Factor B",0.9565
"Factor B",0.3519
"Factor B",0.0192
"Factor B",0.4648
"Factor B",0.025
"Factor B",0.4831
"Factor B",0.0909
"Factor B",0.2365
"Factor B",0.2898
"Factor B",0.1087
"Factor B",0.1171
"Factor B",0.6128
"Factor B",0.2978
"Factor B",0.858
"Factor B",0.4187
"Factor B",0.2088
"Factor B",0.3315
"Factor B",0.8049
"Factor B",0.00719999999999998
"Factor B",0.6018
"Factor B",0.7963
"Factor B",0.7064
"Factor B",0.4694
"Factor B",0.5199
"Factor B",0.0965
"Factor B",0.9524
"Factor B",0.8186
"Factor B",0.2301
"Factor B",0.494
"Factor B",0.392
"Factor B",0.114
"Factor B",0.3921
"Factor B",0.1853
"Factor B",0.0387999999999999
"Factor B",0.4663
"Factor B",0.542
"Factor B",0.8879
"Factor B",0.8936
"Factor B",0.7206
"Factor B",0.3364
"Factor B",0.3145
"Factor B",0.6269
"Factor B",0.3427
"Factor B",0.9487
"Factor B",0.0678
"Factor B",0.7161
"Factor B",0.2596
"Factor B",0.6938
"Factor B",0.8727
"Factor B",0.3646
"Factor B",0.3912
"Factor B",0.4428
"Factor B",0.0921
"Factor B",0.5723
"Factor B",0.8978
"Factor B",0.0392
"Factor B",0.5831
"Factor B",0.5206
"Factor B",0.6458
"Factor B",0.7109
"Factor B",0.603
"Factor B",0.3166
"Factor B",0.3937
"Factor B",0.3873
"Factor B",0.9094
"Factor B",0.7733
"Factor B",0.7597
"Factor B",0.146
"Factor B",0.4155
"Factor B",0.092
"Factor B",0.7031
"Factor B",0.6889
"Factor B",0.4184
"Factor B",0.649
"Factor B",0.1388
"Factor B",0.6143
"Factor B",0.0426
"Factor B",0.7871
"Factor B",0.0779
"Factor B",0.2783
"Factor B",0.3992
"Factor B",0.3513
"Factor B",0.1546
"Factor B",0.7508
"Factor B",0.1936
"Factor B",0.3284
"Factor B",0.0366
"Factor B",0.9997
"Factor B",0.2929
"Factor B",0.1496
"Factor B",0.0191
"Factor B",0.8895
"Factor B",0.1082
"Factor B",0.6483
"Factor B",0.493
"Factor B",0.5983
"Factor B",0.2453
"Factor B",0.0175
"Factor B",0.3888
"Factor B",0.7358
"Factor B",0.0193
"Factor B",0.3791
"Factor B",0.9591
"Factor B",0.9892
"Factor B",0.7017
"Factor B",0.1146
"Factor B",0.9058
"Factor B",0.8395
"Factor B",0.9033
"Factor B",0.8605
"Factor B",0.2756
"Factor B",0.4924
"Factor B",0.9996
"Factor B",0.6043
"Factor B",0.287
"Factor B",0.2524
"Factor B",0.6471
"Factor B",0.8256
"Factor B",0.978
"Factor B",0.1078
"Factor B",0.6554
"Factor B",0.8968
"Factor B",0.8368
"Factor B",0.3427
"Factor B",0.4804
"Factor B",0.6873
"Factor B",0.1744
"Factor B",0.8237
"Factor B",0.7195
"Factor B",0.3367
"Factor B",0.3989
"Factor B",0.9696
"Factor B",0.4912
"Factor B",0.8294
"Factor B",0.5635
"Factor B",0.2181
"Factor B",0.0499000000000001
"Factor B",0.892
"Factor B",0.8757
"Factor B",0.8102
"Factor B",0.0296999999999999
"Factor B",0.8094
"Factor B",0.5156
"Factor B",0.2649
"Factor B",0.3601
"Factor B",0.9229
"Factor B",0.117
"Factor B",0.1125
"Factor B",0.7154
"Factor B",0.3917
"Factor B",0.8101
"Factor B",0.7533
"Factor B",0.7796
"Factor B",0.0204
"Factor B",0.5545
"Factor B",0.3112
"Factor B",0.6607
"Factor B",0.3634
"Factor B",0.3149
"Factor B",0.3929
"Factor B",0.4278
"Factor B",0.5826
"Factor B",0.6785
"Factor B",0.878
"Factor B",0.484
"Factor B",0.4611
"Factor B",0.8011
"Factor B",0.7926
"Factor B",0.3644
"Factor B",0.9007
"Factor B",0.2667
"Factor B",0.9085
"Factor B",0.0676
"Factor B",0.9996
"Factor B",0.2847
"Factor B",0.6438
"Factor B",0.8456
"Factor B",0.6154
"Factor B",0.0642
"Factor B",0.9069
"Factor B",0.2353
"Factor B",0.3802
"Factor B",0.9063
"Factor B",0.718
"Factor B",0.0427
"Factor B",0.6794
"Factor B",0.7167
"Factor B",0.5366
"Factor B",0.3759
"Factor B",0.7877
"Factor B",0.4405
"Factor B",0.9104
"Factor B",0.7796
"Factor B",0.2942
"Factor B",0.2423
"Factor B",0.4552
"Factor B",0.1121
"Factor B",0.0249
"Factor B",0.3586
"Factor B",0.3837
"Factor B",0.7533
"Factor B",0.3321
"Factor B",0.0953000000000001
"Factor B",0.8674
"Factor B",0.423
"Factor B",0.9014
"Factor B",0.0810999999999999
"Factor B",0.7494
"Factor B",0.00880000000000003
"Factor B",0.6762
"Factor B",0.1039
"Factor B",0.3244
"Factor B",0.2398
"Factor B",0.9024
"Factor B",0.4245
"Factor B",0.6108
"Factor B",0.3456
"Factor B",0.243
"Factor B",0.0427
"Factor B",0.4169
"Factor B",0.6149
"Factor B",0.723
"Factor B",0.3327
"Factor B",0.0451
"Factor B",0.3366
"Factor B",0.0341
"Factor B",0.3277
"Factor B",0.2113
"Factor B",0.0674
"Factor B",0.9978
"Factor B",0.7794
"Factor B",0.6932
"Factor B",0.9114
"Factor B",0.6831
"Factor B",0.9355
"Factor B",0.1943
"Factor B",0.6162
"Factor B",0.4576
"Factor B",0.6116
"Factor B",0.9376
"Factor B",0.9363
"Factor B",0.2918
"Factor B",0.3354
"Factor B",0.6077
"Factor B",0.3428
"Factor B",0.2465
"Factor B",0.9327
"Factor B",0.0745
"Factor B",0.5151
"Factor B",0.3146
"Factor B",0.702
"Factor B",0.6777
"Factor B",0.7155
"Factor B",0.8484
"Factor B",0.4074
"Factor B",0.6168
"Factor B",0.0293
"Factor B",0.2966
"Factor B",0.7672
"Factor B",0.2877
"Factor B",0.9236
"Factor B",0.5619
"Factor B",0.0238
"Factor B",0.5632
"Factor B",0.478
"Factor B",0.4511
"Factor B",0.1747
"Factor B",0.6251
"Factor B",0.0242
"Factor B",0.3292
"Factor B",0.1356
"Factor B",0.437
"Factor B",0.3092
"Factor B",0.9592
"Factor B",0.9555
"Factor B",0.1195
"Factor B",0.00760000000000005
"Factor B",0.2155
"Factor B",0.5855
"Factor B",0.9113
"Factor B",0.4806
"Factor B",0.1532
"Factor B",0.135
"Factor B",0.555
"Factor B",0.4851
"Factor B",0.1505
"Factor B",0.3073
"Factor B",0.9741
"Factor B",0.168
"Factor B",0.0147
"Factor B",0.6486
"Factor B",0.5699
"Factor B",0.5731
"Factor B",0.883
"Factor B",0.2506
"Factor B",0.7604
"Factor B",0.2544
"Factor B",0.2172
"Factor B",0.3781
"Factor B",0.1985
"Factor B",0.8693
"Factor B",0.1604
"Factor B",0.7052
"Factor B",0.594
"Factor B",0.2045
"Factor B",0.7128
"Factor B",0.5089
"Factor B",0.9186
"Factor B",0.3879
"Factor B",0.1088
"Factor B",0.9677
"Factor B",0.2596
"Factor B",0.1796
"Factor B",0.6687
"Factor B",0.9638
"Factor B",0.5071
"Factor B",0.0965
"Factor B",0.8184
"Factor B",0.000900000000000012
"Factor B",0.5434
"Factor B",0.6158
"Factor B",0.3657
"Factor B",0.9521
"Factor B",0.0261
"Factor B",0.052
"Factor B",0.7504
"Factor B",0.4092
"Factor B",0.00309999999999999
"Factor B",0.3476
"Factor B",0.4375
"Factor B",0.4214
"Factor B",0.7024
"Factor B",0.2202
"Factor B",0.1328
"Factor B",0.2404
"Factor B",0.4834
"Factor B",0.9282
"Factor B",0.1542
"Factor B",0.0598
"Factor B",0.8378
"Factor B",0.333
"Factor B",0.4511
"Factor B",0.1155
"Factor B",0.0805
"Factor B",0.8836
"Factor B",0.0639999999999999
"Factor B",0.0563
"Factor B",0.1718
"Factor B",0.0258
"Factor B",0.178
"Factor B",0.9591
"Factor B",0.00760000000000005
"Factor B",0.0283
"Factor B",0.0414
"Factor B",0.2054
"Factor B",0.9614
"Factor B",0.2735
"Factor B",0.0577
"Factor B",0.6825
"Factor B",0.6324
"Factor B",0.921
"Factor B",0.7941
"Factor B",0.9155
"Factor B",0.6033
"Factor B",0.8949
"Factor B",0.3226
"Factor B",0.0341
"Factor B",0.5762
"Factor B",0.7159
"Factor B",0.8997
"Factor B",0.5122
"Factor B",0.7511
"Factor B",0.2634
"Factor B",0.0846
"Factor B",0.5413
"Factor B",0.3783
"Factor B",0.2555
"Factor B",0.119
"Factor B",0.5786
"Factor B",0.9837
"Factor B",0.865
"Factor B",0.641
"Factor B",0.3575
"Factor B",0.401
"Factor B",0.8422
"Factor B",0.9809
"Factor B",0.5278
"Factor B",0.5387
"Factor B",0.0736
"Factor B",0.3428
"Factor B",0.769
"Factor B",0.7058
"Factor B",0.3374
"Factor B",0.5737
"Factor B",0.8198
"Factor B",0.1205
"Factor B",0.1489
"Factor B",0.7972
"Factor B",0.7177
"Factor B",0.8827
"Factor B",0.8974
"Factor B",0.0924
"Factor B",0.7225
"Factor B",0.7443
"Factor B",0.3298
"Factor B",0.3453
"Factor B",0.9234
"Factor B",0.4655
"Factor B",0.753
"Factor B",0.0281
"Factor B",0.4062
"Factor B",0.6107
"Factor B",0.9754
"Factor B",0.783
"Factor B",0.4057
"Factor B",0.2271
"Factor B",0.8514
"Factor B",0.0762
"Factor B",0.0244
"Factor B",0.163
"Factor B",0.0434
"Factor B",0.2853
"Factor B",0.2842
"Factor B",0.9633
"Factor B",0.2882
"Factor B",0.9116
"Factor B",0.6513
"Factor B",0.9095
"Factor B",0.1625
"Factor B",0.1093
"Factor B",0.0278
"Factor B",0.4889
"Factor B",0.9306
"Factor B",0.2251
"Factor B",0.9369
"Factor B",0.9122
"Factor B",0.768
"Factor B",0.1181
"Factor B",0.5102
"Factor B",0.5003
"Factor B",0.9041
"Factor B",0.4463
"Factor B",0.2415
"Factor B",0.7463
"Factor B",0.8723
"Factor B",0.554
"Factor B",0.5544
"Factor B",0.0231
"Factor B",0.4402
"Factor B",0.8862
"Factor B",0.1325
"Factor B",0.7286
"Factor B",0.9257
"Factor B",0.1658
"Factor B",0.8956
"Factor B",0.5924
"Factor B",0.2708
"Factor B",0.3596
"Factor B",0.3088
"Factor B",0.2852
"Factor B",0.1695
"Factor B",0.7711
"Factor B",0.7104
"Factor B",0.0239
"Factor B",0.4331
"Factor B",0.6874
"Factor B",0.5891
"Factor B",0.6034
"Factor B",0.9584
"Factor B",0.0948
"Factor B",0.3193
"Factor B",0.8988
"Factor B",0.8714
"Factor B",0.3896
"Factor B",0.8181
"Factor B",0.2567
"Factor B",0.6257
"Factor B",0.7417
"Factor B",0.6455
"Factor B",0.308
"Factor B",0.2853
"Factor B",0.2185
"Factor B",0.6166
"Factor B",0.0572
"Factor B",0.7722
"Factor B",0.1614
"Factor B",0.2878
"Factor B",0.4408
"Factor B",0.9994
"Factor B",0.3499
"Factor B",0.2751
"Factor B",0.3295
"Factor B",0.2249
"Factor B",0.9843
"Factor B",0.00609999999999999
"Factor B",0.1041
"Factor B",0.6544
"Factor B",0.928
"Factor B",0.0155999999999999
"Factor B",0.9761
"Factor B",0.8788
"Factor B",0.8297
"Factor B",0.112
"Factor B",0.7522
"Factor B",0.6602
"Factor B",0.9623
"Factor B",0.0337
"Factor B",0.5416
"Factor B",0.9109
"Factor B",0.1623
"Factor B",0.0822000000000001
"Factor B",0.5552
"Factor B",0.549
"Factor B",0.6703
"Factor B",0.71
"Factor B",0.4287
"Factor B",0.9477
"Factor B",0.6906
"Factor B",0.1125
"Factor B",0.8284
"Factor B",0.1101
"Factor B",0.7392
"Factor B",0.5719
"Factor B",0.5172
"Factor B",0.9077
"Factor B",0.9145
"Factor B",0.2911
"Factor B",0.4149
"Factor B",0.04
"Factor B",0.2495
"Factor B",0.9326
"Factor B",0.8298
"Factor B",0.3517
"Factor B",0.6164
"Factor B",0.7134
"Factor B",0.8524
"Factor B",0.962
"Factor B",0.9442
"Factor B",0.695
"Factor B",0.8297
"Factor B",0.219
"Factor B",0.1057
"Factor B",0.4293
"Factor B",0.3053
"Factor B",0.8724
"Factor B",0.9767
"Factor B",0.4281
"Factor B",0.3906
"Factor B",0.9531
"Factor B",0.9338
"Factor B",0.2345
"Factor B",0.9877
"Factor B",0.0101
"Factor B",0.2892
"Factor B",0.5825
"Factor B",0.1627
"Factor B",0.6129
"Factor B",0.8763
"Factor B",0.1738
"Factor B",0.0158
"Factor B",0.1631
"Factor B",0.1433
"Factor B",0.6091
"Factor B",0.7229
"Factor B",0.5879
"Factor B",0.257
"Factor B",0.5444
"Factor B",0.6276
"Factor B",0.9238
"Factor B",0.8439
"Factor B",0.1464
"Factor B",0.1717
"Factor B",0.0305
"Factor B",0.5584
"Factor B",0.6815
"Factor B",0.6754
"Factor B",0.7782
"Factor B",0.9233
"Factor B",0.9509
"Factor B",0.7677
"Factor B",0.664
"Factor B",0.71
"Factor B",0.4074
"Factor B",0.3439
"Factor B",0.966
"Factor B",0.3828
"Factor B",0.1318
"Factor B",0.9057
"Factor B",0.8167
"Factor B",0.7341
"Factor B",0.1193
"Factor B",0.6573
"Factor B",0.45
"Factor B",0.0172
"Factor B",0.4002
"Factor B",0.3988
"Factor B",0.2253
"Factor B",0.5335
"Factor B",0.5662
"Factor B",0.5776
"Factor B",0.8132
"Factor B",0.4753
"Factor B",0.6799
"Factor B",0.7707
"Factor B",0.9308
"Factor B",0.0983000000000001
"Factor B",0.0537
"Factor B",0.6875
"Factor B",0.3452
"Factor B",0.427
"Factor B",0.0499000000000001
"Factor B",0.7282
"Factor B",0.4706
"Factor B",0.5934
"Factor B",0.1767
"Factor B",0.3459
"Factor B",0.2657
"Factor B",0.6259
"Factor B",0.9275
"Factor B",0.8423
"Factor B",0.0427
"Factor B",0.8259
"Factor B",0.0769
"Factor B",0.092
"Factor B",0.1767
"Factor B",0.7337
"Factor B",0.0449000000000001
"Factor B",0.4802
"Factor B",0.9226
"Factor B",0.2298
"Factor B",0.6889
"Factor B",0.1837
"Factor B",0.011
"Factor B",0.9853
"Factor B",0.8418
"Factor B",0.5206
"Factor B",0.9402
"Factor B",0.6001
"Factor B",0.2835
"Factor B",0.9849
"Factor B",0.6955
"Factor B",0.9719
"Factor B",0.3895
"Factor B",0.6179
"Factor B",0.6106
"Factor B",0.2359
"Factor B",0.5279
"Factor B",0.733
"Factor B",0.8945
"Factor B",0.2179
"Factor B",0.0423
"Factor B",0.8232
"Factor B",0.7779
"Factor B",0.2825
"Factor B",0.5313
"Factor B",0.7525
"Factor B",0.235
"Factor B",0.8941
"Factor B",0.0195
"Factor B",0.2082
"Factor B",0.6714
"Factor B",0.5371
"Factor B",0.5084
"Factor B",0.9017
"Factor B",0.7826
"Factor B",0.386
"Factor B",0.8767
"Factor B",0.6332
"Factor B",0.0772
"Factor B",0.748
"Factor B",0.344
"Factor B",0.3979
"Factor B",0.7855
"Factor B",0.3515
"Factor B",0.8321
"Factor B",0.0921999999999999
"Factor B",0.3523
"Factor B",0.7317
"Factor B",0.0229
"Factor B",0.9495
"Factor B",0.5889
"Factor B",0.1291
"Factor B",0.314
"Factor B",0.5466
"Factor B",0.9908
"Factor B",0.443
"Factor B",0.5376
"Factor B",0.00449999999999995
"Factor B",0.7761
"Factor B",0.9934
"Factor B",0.8774
"Factor B",0.4815
"Factor B",0.151
"Factor B",0.0114
"Factor B",0.3592
"Factor B",0.4307
"Factor B",0.3471
"Factor B",0.9551
"Factor B",0.2628
"Factor B",0.1472
"Factor B",0.808
"Factor B",0.5019
"Factor B",0.0404
"Factor B",0.4321
"Factor B",0.5566
"Factor B",0.2671
"Factor B",0.581
"Factor B",0.959
"Factor B",0.6719
"Factor B",0.3506
"Factor B",0.0165
"Factor B",0.2873
"Factor B",0.0487
"Factor B",0.0996
"Factor B",0.7187
"Factor B",0.5227
"Factor B",0.1656
"Factor B",0.9126
"Factor B",0.8748
"Factor B",0.7057
"Factor B",0.8636
"Factor B",0.9464
"Factor B",0.6323
"Factor B",0.6885
"Factor B",0.4757
"Factor B",0.6256
"Factor B",0.0658
"Factor B",0.1203
"Factor B",0.1317
"Factor B",0.8128
"Factor B",0.6505
"Factor B",0.808
"Factor B",0.4964
"Factor B",0.3155
"Factor B",0.886
"Factor B",0.0168
"Factor B",0.0269
"Factor B",0.1666
"Factor B",0.8782
"Factor B",0.5871
"Factor B",0.5469
"Factor B",0.1339
"Factor B",0.6438
"Factor B",0.6557
"Factor B",0.2111
"Factor B",0.1267
"Factor B",0.0108
"Factor B",0.7352
"Factor B",0.9696
"Factor B",0.206
"Factor B",0.8311
"Factor B",0.8354
"Factor B",0.1199
"Factor B",0.2262
"Factor B",0.8158
"Factor B",0.2934
"Factor B",0.5471
"Factor B",0.7327
"Factor B",0.4115
"Factor B",0.4683
"Factor B",0.3655
"Factor B",0.3343
"Factor B",0.0296999999999999
"Factor B",0.729
"Factor B",0.9099
"Factor B",0.8601
"Factor B",0.7377
"Factor B",0.8684
"Factor B",0.0465
"Factor B",0.8101
"Factor B",0.1666
"Factor B",0.5045
"Factor B",0.2806
"Factor B",0.5683
"Factor B",0.3376
"Factor B",0.6082
"Factor B",0.4388
"Factor B",0.6537
"Factor B",0.3532
"Factor B",0.1839
"Factor B",0.8944
"Factor B",0.2285
"Factor B",0.0965
"Factor B",0.2332
"Factor B",0.9718
"Factor B",0.3343
"Factor B",0.4325
"Factor B",0.4356
"Factor B",0.9918
"Factor B",0.8512
"Factor B",0.0648
"Factor B",0.0182
"Factor B",0.1216
"Factor B",0.2702
"Factor B",0.3381
"Factor B",0.8524
"Factor B",0.1962
"Factor B",0.0657
"Factor B",0.4502
"Factor B",0.514
"Factor B",0.9337
"Factor B",0.8541
"Factor B",0.6673
"Factor B",0.8894
"Factor B",0.5996
"Factor B",0.5221
"Factor B",0.9265
"Factor B",0.4441
"Factor B",0.2864
"Factor B",0.028
"Factor B",0.8262
"Factor B",0.3479
"Factor B",0.0175999999999999
"Factor B",0.3266
"Factor B",0.582
"Factor B",0.9973
"Interaction AB",0.8263
"Interaction AB",0.7326
"Interaction AB",0.4462
"Interaction AB",0.3838
"Interaction AB",0.1833
"Interaction AB",0.152
"Interaction AB",0.9767
"Interaction AB",0.1839
"Interaction AB",0.9307
"Interaction AB",0.7673
"Interaction AB",0.8323
"Interaction AB",0.00139999999999996
"Interaction AB",0.9081
"Interaction AB",0.4207
"Interaction AB",0.3605
"Interaction AB",0.0212
"Interaction AB",0.8732
"Interaction AB",0.2053
